Electr;Gas
1.156828323;1.258519293
1.142929426;1.220082863
1.143534088;1.253779834
1.14947299;1.206670306
1.116807362;1.120265797
1.008299685;1.114443109
0.994173137;1.156556418
1.143552411;1.224270861
1.166621182;1.27421534
1.155237545;1.2363159
1.142205386;1.238134504
1.016008154;1.196090194
1.007395191;1.261252776
0.987155394;1.24314357
1.011152535;1.269108687
1.138505787;1.292800725
1.154078749;1.217507178
1.128911151;1.149593608
1.111158852;1.169700144
1.004808303;1.087655266
0.943372091;1.065242899
1.079288335;1.109454936
1.070159549;1.050025856
1.082034022;1.04594035
1.071059046;1.020935005
1.035412862;1.01202343
0.954401481;1.062823529
0.973760104;1.166500223
1.125787897;1.215297592
1.129298712;1.17760956
1.114066671;1.149027042
1.102582536;1.148535368
1.079647023;1.112144937
0.969194878;1.040098639
0.946658032;1.053193519
1.073822502;1.114515461
1.090066199;1.102541362
1.089591464;1.113896907
1.07848434;1.129111621
1.082605925;1.14954208
0.97856464;1.09195405
0.940276599;1.057677312
1.061489951;1.03878258
1.054478315;1.004784343
1.053745947;1.003269192
1.042205176;0.984465093
1.021172489;1.036013416
0.889052456;0.930517483
0.87581319;0.873042428
1.01000873;0.936150362
1.034046959;1.006411691
1.048865897;1.035446461
1.026866528;0.991551465
0.992136498;0.944502712
0.862625007;0.898996109
0.831188692;0.878372418
0.85059451;0.872885725
0.958536947;0.849260074
0.962828992;0.846394664
0.955481988;0.855496578
0.951814594;0.833520934
0.843755555;0.792788483
0.813262601;0.810299146
0.945380413;0.787834757
0.945920111;0.815979319
0.949038923;0.832806205
0.968596879;0.834150217
0.966353133;0.866312909
0.865901509;0.851913898
0.82251132;0.857956077
0.962814556;0.89248114
0.976915562;0.876357406
0.968215426;0.858712946
0.967487499;0.870015445
0.948279903;0.85474412
0.817198179;0.834117182
0.798853989;0.842720787
0.828126514;0.882396443
0.940914021;0.918999376
0.982647913;0.860081769
0.960166592;0.838145795
0.942782976;0.836394355
0.838179228;0.817338472
0.822086557;0.838181335
0.961559702;0.816071682
0.982875009;0.833164222
0.959436444;0.842051022
0.958451439;0.804018631
0.939511471;0.794530218
0.830129839;0.804997179
0.796074987;0.782987441
0.942205521;0.773851222
0.947647479;0.732332468
0.948419825;0.769002353
0.946706338;0.779543606
0.924631456;0.803295079
0.815315343;0.800492386
0.790898992;0.795082173
0.926693082;0.791306262
0.927117844;0.769925207
0.942761321;0.777086225
0.928244992;0.73622753
0.921771388;0.747136224
0.835553474;0.761613445
0.785050594;0.766056968
0.925438783;0.728727942
0.946099455;0.758611097
0.934202217;0.807867459
0.940128904;0.798874637
0.930525939;0.778433625
0.814061044;0.772414317
0.787220492;0.763928346
0.922178938;0.748443355
0.945484799;0.778930805
0.946945094;0.782025481
0.943426505;0.780275205
0.918548745;0.753601819
0.817751758;0.718274993
0.803922267;0.733875183
0.936802986;0.720487437
0.936890159;0.718374909
0.965431982;0.729990744
0.939118913;0.689556594
0.92969085;0.747264657
0.813494694;0.732846977
0.79086179;0.723685417
0.931798561;0.727440858
0.943500353;0.723473268
0.931316608;0.74911432
0.937421529;0.78702583
0.927258321;0.766060109
0.80466574;0.754340088
0.770310501;0.753317635
0.903370563;0.798955954
0.936744685;0.798533384
0.948299892;0.765846619
0.941124459;0.752058857
0.919932416;0.742792864
0.81456132;0.722160385
0.786264915;0.729101806
0.929014006;0.764251211
0.928045659;0.769624401
0.918065127;0.800516032
0.943818508;0.78175065
0.900376682;0.712236062
0.803771796;0.660282323
0.783420394;0.676749286
0.896377806;0.691626206
0.923595369;0.70682479
0.931809666;0.723934554
0.928138385;0.721227683
0.89816625;0.718886665
0.807780666;0.708463045
0.770013445;0.663950554
0.90243331;0.718458696
0.928959592;0.701366508
0.925651997;0.70928623
0.925996249;0.765698951
0.905443849;0.721036639
0.80204998;0.731301862
0.791318202;0.725406187
0.934381006;0.739747987
0.939908472;0.745458406
0.941424846;0.767615424
0.943343774;0.73201885
0.913358314;0.745645462
0.79745144;0.695565032
0.764689199;0.709233678
0.789493666;0.717278622
0.925621458;0.717159894
0.943792967;0.642287116
0.948127766;0.637594138
0.94053923;0.664964254
0.832540714;0.598654598
0.817292015;0.636830175
0.928726389;0.666279502
0.949117213;0.660630317
0.941248834;0.682678525
0.961916169;0.675511084
0.967858958;0.697814217
0.84460397;0.669889887
0.827310304;0.713261974
0.961067755;0.716721831
0.981828372;0.727518822
0.961013341;0.727090253
0.962184353;0.730163752
0.96345753;0.729527234
0.848444601;0.752473273
0.819071021;0.78097737
0.957881203;0.779951211
0.987783931;0.763167559
0.986157063;0.730979703
0.978640709;0.729575374
0.958016127;0.716334026
0.853273568;0.739005341
0.826707308;0.741343501
0.972158777;0.761643127
0.979705114;0.778410614
0.989939948;0.783990482
0.990891083;0.737327841
0.958370929;0.720667363
0.852708329;0.752863584
0.83415259;0.746576822
0.959435889;0.778288251
0.988025463;0.814334359
0.976013844;0.93729299
1.002678383;0.988609222
0.99147187;1.031834558
0.907382765;1.020642528
0.887742078;0.947264359
1.017908203;0.971699855
1.02158337;0.966080916
1.010799399;0.987270504
1.011434044;0.977354298
0.971836179;0.959446125
0.880090799;0.955754671
0.855385165;0.936748129
0.991370815;0.943373567
1.022406799;0.923165528
1.020470104;0.988515906
1.008700572;0.992274029
1.012436261;1.018899064
0.89388531;0.990810372
0.869326816;1.001308144
1.005964324;1.04140277
1.023008685;1.090339372
1.042433937;1.123267863
1.032988661;1.077509052
1.005884368;1.068537019
0.919867453;1.084459615
0.886468901;1.035100796
1.005622293;1.085296742
1.056665981;1.175467385
1.075301675;1.199566075
1.081231138;1.207523773
1.055259545;1.205972377
0.977730107;1.103426487
0.942736891;1.073794622
1.066568779;1.102260849
1.072979639;1.084751951
1.070850274;1.095885006
1.069162884;1.078470236
1.018867666;1.101249372
0.913346653;1.103038153
0.912358872;1.134694348
1.066444404;1.178338618
1.056372812;1.186674804
1.074446597;1.182108388
1.08104291;1.194811475
1.022314073;1.089464834
0.905882493;1.058972866
0.904461065;1.102756052
1.071087919;1.152339514
1.05222402;1.110688727
1.049245129;1.081104226
1.036834845;1.086062152
1.034463393;1.128524478
0.969769557;1.164196615
0.970224303;1.187746068
1.104115567;1.250582524
1.126402553;1.244256057
1.118926177;1.135577391
1.084206141;1.087566891
1.098590323;1.166914392
1.020833789;1.198853358
1.006744998;1.230250428
1.145517423;1.34446474
1.168400187;1.377649426
1.175488447;1.36463865
1.155760586;1.292193218
1.124744036;1.305400543
1.019607808;1.222389752
1.013029819;1.265669123
1.15239358;1.290547694
1.153045437;1.361941838
1.163078162;1.379244339
1.171731103;1.366864894
1.152529615;1.322857136
1.038220181;1.246828425
1.018596151;1.250545431
1.154485188;1.311767316
1.151718401;1.262455825
1.129635746;1.200902782
1.104669702;1.10111381
1.086218905;1.129788762
0.968868394;1.03482353
0.918356631;1.023779485
1.028016996;1.087183427
1.027561695;1.133699071
0.96148752;1.10500446
0.844090368;1.084282265
0.835359138;1.119344213
0.923049563;1.187623034
0.928800792;1.173332693
1.016547852;1.2533819
1.042338435;1.284270778
1.043888679;1.346934403
